#TYPE Selected.System.Management.Automation.PSCustomObject
"groupType","name","member","whenChanged"
"-2147483643","Administrators","CN=Domain Admins,CN=Users,DC=Kredit,DC=Dylan,DC=local;CN=Enterprise Admins,CN=Users,DC=Kredit,DC=Dylan,DC=local;CN=Administrator,CN=Users,DC=Kredit,DC=Dylan,DC=local","20240419065844.0Z"
"-2147483643","Users","CN=Domain Users,CN=Users,DC=Kredit,DC=Dylan,DC=local;CN=S-1-5-11,CN=ForeignSecurityPrincipals,DC=Kredit,DC=Dylan,DC=local;CN=S-1-5-4,CN=ForeignSecurityPrincipals,DC=Kredit,DC=Dylan,DC=local","20240419064334.0Z"
"-2147483643","Guests","CN=Domain Guests,CN=Users,DC=Kredit,DC=Dylan,DC=local;CN=Guest,CN=Users,DC=Kredit,DC=Dylan,DC=local","20240419064334.0Z"
"-2147483643","Print Operators","","20240419065844.0Z"
"-2147483643","Backup Operators","","20240419065844.0Z"
"-2147483643","Replicator","","20240419065844.0Z"
"-2147483643","Remote Desktop Users","","20240419064232.0Z"
"-2147483643","Network Configuration Operators","","20240419064232.0Z"
"-2147483643","Performance Monitor Users","","20240419064232.0Z"
"-2147483643","Performance Log Users","","20240419064232.0Z"
"-2147483643","Distributed COM Users","","20240419064232.0Z"
"-2147483643","IIS_IUSRS","","20240419092820.0Z"
"-2147483643","Cryptographic Operators","","20240419064232.0Z"
"-2147483643","Event Log Readers","","20240419064232.0Z"
"-2147483643","Certificate Service DCOM Access","","20240419064232.0Z"
"-2147483643","RDS Remote Access Servers","","20240419064232.0Z"
"-2147483643","RDS Endpoint Servers","","20240419064232.0Z"
"-2147483643","RDS Management Servers","","20240419064232.0Z"
"-2147483643","Hyper-V Administrators","","20240419064232.0Z"
"-2147483643","Access Control Assistance Operators","","20240419064232.0Z"
"-2147483643","Remote Management Users","","20240419064232.0Z"
"-2147483643","Storage Replica Administrators","","20240419064232.0Z"
"-2147483646","Domain Computers","","20240419064334.0Z"
"-2147483646","Domain Controllers","","20240419065844.0Z"
"-2147483640","Schema Admins","CN=Administrator,CN=Users,DC=Kredit,DC=Dylan,DC=local","20240419065844.0Z"
"-2147483640","Enterprise Admins","CN=Administrator,CN=Users,DC=Kredit,DC=Dylan,DC=local","20240419065844.0Z"
"-2147483644","Cert Publishers","","20240419064334.0Z"
"-2147483646","Domain Admins","CN=Admin Billy Gator,OU=Administrators,OU=System Afdelinger,OU=Kredit,DC=Kredit,DC=Dylan,DC=local;CN=Administrator,CN=Users,DC=Kredit,DC=Dylan,DC=local","20240419084032.0Z"
"-2147483646","Domain Users","","20240419064334.0Z"
"-2147483646","Domain Guests","","20240419064334.0Z"
"-2147483646","Group Policy Creator Owners","CN=Administrator,CN=Users,DC=Kredit,DC=Dylan,DC=local","20240419064334.0Z"
